ID,Summary,Severity,CVSS_Score,CVE_Aliases,CWE_IDs,Ecosystem,Package_Name,Version_Introduced,Version_Fixed,Published,Modified
GHSA-796p-j2gh-9m2q,dcap-qvl has Missing Verification for QE Identity,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,CVE-2026-22696,CWE-295; CWE-347,crates.io,dcap-qvl,0,0.3.9,2026-01-26T18:55:13Z,2026-01-29T03:22:29Z
GHSA-7c2f-r6gc-h92h,Apache Airflow proxy credentials for various providers might leak in task logs,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CVE-2025-68675,CWE-532,PyPI,apache-airflow,3.0.0b1,3.1.6,2026-01-16T12:30:25Z,2026-02-24T16:21:08Z
GHSA-7cw6-7h3h-v8pf,Shopware Has Improper Control of Generation of Code in Twig rendered views,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,CVE-2026-23498,CWE-94,Packagist,shopware/shopware,6.7.0.0,6.7.6.1,2026-01-14T16:54:27Z,2026-01-14T21:46:46Z
GHSA-7f67-crqm-jgh7,Incus container image templating arbitrary host file read and write,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,CVE-2026-23954,CWE-22,Go,github.com/lxc/incus/v6/cmd/incusd,6.1.0,,2026-01-22T20:26:10Z,2026-01-23T15:46:34Z
GHSA-7f7m-83r3-p644,MineAdmin May Expose Sensitive Information to an Unauthorized Actor,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CVE-2026-1194,CWE-200,Packagist,mineadmin/mineadmin,1.0.0,,2026-01-20T00:30:27Z,2026-02-05T22:00:45Z
GHSA-7gcm-g887-7qv7,protobuf affected by a JSON recursion depth bypass,HIGH,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:L,CVE-2026-0994,CWE-674,PyPI,protobuf,6.30.0rc1,6.33.5,2026-01-23T15:31:35Z,2026-02-05T15:47:43Z
GHSA-7grm-h62g-5m97,NiceGUI is vulnerable to XSS via Unescaped URL in ui.navigate.history.push() / replace(),MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CVE-2026-21871,CWE-79,PyPI,nicegui,2.13.0,3.5.0,2026-01-08T20:00:29Z,2026-01-08T20:00:29Z
GHSA-7jc7-g598-2p64,XDocReport affected by an XML External Entity (XXE) vulnerability,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVE-2025-65482,CWE-611,Maven,fr.opensagres.xdocreport:fr.opensagres.xdocreport.document,0.9.2,2.0.4,2026-01-20T18:31:57Z,2026-01-21T16:56:55Z
GHSA-7jxj-rpx7-ph2c,Umbraco.Forms CDN may cache sensitive form uploads when processed by ImageSharp,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N,,CWE-524,NuGet,Umbraco.Forms,0,13.9.0,2026-01-22T18:06:01Z,2026-01-22T18:06:01Z
GHSA-7p9h-m7m8-vhhv,phpMyFAQ: Attachment download allowed without dlattachment right (broken access control),MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CVE-2026-24420,CWE-284,Packagist,phpmyfaq/phpmyfaq,0,4.0.17,2026-01-23T20:17:16Z,2026-01-28T04:43:20Z
GHSA-7qm7-455j-5p63,enclave-vm Vulnerable to Sandbox Escape via Host Error Prototype Chain,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,CVE-2026-22686,CWE-94,npm,enclave-vm,0,2.7.0,2026-01-14T16:52:30Z,2026-01-15T17:46:45Z
GHSA-7rqc-ff8m-7j23,Signal K Server Vulnerable to Denial of Service via Unrestricted Access Request Flooding,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2025-68272,CWE-400; CWE-770,npm,signalk-server,0,2.19.0,2026-01-02T15:20:05Z,2026-01-02T15:20:05Z
GHSA-7vhp-vf5g-r2fw,pnpm Has Lockfile Integrity Bypass that Allows Remote Dynamic Dependencies,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,CVE-2025-69263,CWE-494,npm,pnpm,0,10.26.0,2026-01-07T19:06:59Z,2026-01-08T20:05:32Z
GHSA-7vp9-x248-9vr9,TYPO3 CMS Allows Insecure Deserialization via Mailer File Spool,MODERATE,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:L/VA:N/SC:H/SI:H/SA:H,CVE-2026-0859,CWE-502,Packagist,typo3/cms-core,14.0.0,14.0.2,2026-01-13T21:54:06Z,2026-01-13T21:54:06Z
GHSA-7vw6-5q2f-7w5r, Keycloak’s OpenID Connect Dynamic Client Registration feature affected by Server-Side Request Forgery (SSRF),MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,CVE-2026-1180,CWE-918,Maven,org.keycloak:keycloak-adapter-core,0,,2026-01-20T15:33:12Z,2026-01-21T21:55:11Z
GHSA-7wwv-79xw-rvvg,Vaadin vulnerable to Cross-site Scripting,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:A/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,CVE-2025-15022,CWE-79,Maven,com.vaadin:vaadin-server,7.0.0,7.7.50,2026-01-05T09:30:19Z,2026-01-05T19:48:50Z
GHSA-7x99-8x99-xc54,Salesforce Uni2TS has a Code Injection vulnerability,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVE-2026-22584,CWE-94,PyPI,uni2ts,0,2.0.0,2026-01-10T00:30:30Z,2026-01-21T21:17:51Z
GHSA-824x-88xg-cwrv,Redaxo has Path Traversal in Backup Addon Leading to Arbitrary File Read,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:H/VI:N/VA:N/SC:H/SI:H/SA:N,CVE-2026-21857,CWE-22; CWE-24,Packagist,redaxo/source,0,5.20.2,2026-01-05T20:02:58Z,2026-01-08T20:07:42Z
GHSA-829q-m3qg-ph8r,Vega XSS via expression abusing vlSelectionTuples function array map calls in environments with satisfactory function gadgets in the global scope,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,CVE-2025-65110,CWE-79,npm,vega-selections,0,5.6.3,2026-01-05T22:56:59Z,2026-01-06T15:51:50Z
GHSA-83fc-fqcc-2hmg,React Server Components have multiple Denial of Service Vulnerabilities,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2026-23864,CWE-400,npm,react-server-dom-parcel,19.0.0,19.0.4,2026-01-29T15:00:30Z,2026-01-29T15:00:30Z
GHSA-846p-jg2w-w324,go-tuf affected by client DoS via malformed server response,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2026-23991,CWE-617; CWE-754,Go,github.com/theupdateframework/go-tuf/v2,0,2.3.1,2026-01-21T16:19:28Z,2026-01-22T15:43:38Z
GHSA-848j-6mx2-7j84,Elliptic Uses a Cryptographic Primitive with a Risky Implementation,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,CVE-2025-14505,CWE-1240,npm,elliptic,0,,2026-01-08T21:30:34Z,2026-01-09T20:19:43Z
GHSA-8623-9fwr-4cxv,Quick-Media Batik Codec FIX package has Code Injection vulnerability,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N/S:N/AU:Y/R:U/V:C/RE:M/U:Amber,CVE-2026-24806,CWE-94,Maven,com.github.liuyueyi.media:batik-codec-fix,0,,2026-01-27T09:30:30Z,2026-01-28T15:52:10Z
GHSA-86gh-c8r8-xwhq,phpPgAdmin contains a remote command execution vulnerability,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CVE-2021-47853,CWE-78,Packagist,phppgadmin/phppgadmin,0,,2026-01-21T18:30:31Z,2026-02-02T20:33:47Z
GHSA-86rf-68f4-2cph,Duplicate Advisory: go-viper's mapstructure May Leak Sensitive Information in Logs When Processing Malformed Data,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,,CWE-117,Go,github.com/go-viper/mapstructure/v2,0,2.4.0,2026-01-26T21:30:36Z,2026-01-27T21:00:31Z
GHSA-87hc-h4r5-73f7, Werkzeug safe_join() allows Windows special device names with compound extensions,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CVE-2026-21860,CWE-67,PyPI,Werkzeug,0,3.1.5,2026-01-08T19:51:21Z,2026-02-02T19:57:31Z
GHSA-88q6-jcjg-hvmw,jose-swift has JWT Signature Verification Bypass via None Algorithm,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N/E:P,,CWE-327,SwiftURL,github.com/beatt83/jose-swift,0,,2026-01-09T19:39:30Z,2026-01-09T19:39:30Z
GHSA-8c39-xppg-479c,Pterodactyl does not revoke SFTP access when server is deleted or permissions reduced,HIGH,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CVE-2025-68954,CWE-613,Packagist,pterodactyl/panel,0,1.12.0,2026-01-06T17:18:56Z,2026-01-06T17:18:56Z
GHSA-8cw6-53m5-4932,StudioCMS has Authorization Bypass Through User-Controlled Key,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CVE-2026-24134,CWE-639; CWE-862,npm,studiocms,0,0.2.0,2026-01-27T22:13:52Z,2026-01-29T03:43:54Z
GHSA-8fwc-qjw5-rvgp,Gitea may send release notification emails for private repositories to users whose access has been revoked,LOW,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,CVE-2026-0798,CWE-284,Go,code.gitea.io/gitea,0,1.25.4,2026-01-23T00:31:16Z,2026-01-23T20:11:25Z
GHSA-8h3q-9fpp-c883,Duplicate Advisory: Wrangler affected by OS Command Injection in `wrangler pages deploy`,HIGH,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:L/SI:L/SA:N,,CWE-20,npm,wrangler,2.0.15,,2026-01-21T00:31:43Z,2026-01-29T03:38:35Z
GHSA-8hf7-h89p-3pqj,MobSF has Stored XSS via Manifest Analysis - Dialer Code Host Field,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:N,CVE-2026-24490,CWE-79,PyPI,mobsf,0,4.4.5,2026-01-26T23:36:19Z,2026-01-29T03:25:29Z
GHSA-8p9x-46gm-qfx2,Kyverno Cross-Namespace Privilege Escalation via Policy apiCall,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,CVE-2026-22039,CWE-269; CWE-918,Go,github.com/kyverno/kyverno,0,1.15.3,2026-01-27T18:01:26Z,2026-01-29T03:31:31Z
GHSA-8qq5-rm4j-mr97,node-tar is Vulnerable to Arbitrary File Overwrite and Symlink Poisoning via Insufficient Path Sanitization,HIGH,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:A/VC:H/VI:L/VA:N/SC:H/SI:L/SA:N,CVE-2026-23745,CWE-22,npm,tar,0,7.5.3,2026-01-16T21:16:20Z,2026-02-18T23:43:46Z
GHSA-8r9q-7v3j-jr4g,Anthropic's MCP TypeScript SDK has a ReDoS vulnerability,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,CVE-2026-0621,CWE-1333,npm,@modelcontextprotocol/sdk,0,1.25.2,2026-01-05T21:30:33Z,2026-01-07T16:16:27Z
GHSA-8rgq-m2pm-jvmg,Duplicate Advisory: gix-date can create non-utf8 string with `TimeBuf::as_str`,MODERATE,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:H/SC:N/SI:N/SA:N/E:P,,CWE-787,crates.io,gix-date,0,0.12.0,2026-01-26T21:30:36Z,2026-01-27T22:22:40Z
GHSA-8rrh-rw8j-w5fx,Wheel Affected by Arbitrary File Permission Modification via Path Traversal in wheel unpack,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:H,CVE-2026-24049,CWE-22,PyPI,wheel,0.40.0,0.46.2,2026-01-22T18:02:56Z,2026-01-23T17:44:38Z
GHSA-8v65-47jx-7mfr,Mailpit Proxy Endpoint has Server-Side Request Forgery (SSRF) vulnerability,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,CVE-2026-21859,CWE-918,Go,github.com/axllent/mailpit,0,1.28.1,2026-01-06T17:44:29Z,2026-02-02T14:51:32Z
GHSA-8v8x-cx79-35w7,React Router SSR XSS in ScrollRestoration,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:N,CVE-2026-21884,CWE-79,npm,react-router,7.0.0,7.12.0,2026-01-08T20:50:05Z,2026-01-11T14:54:08Z
GHSA-8w7m-w749-rx98,"Pterodactyl websocket endpoints have no visible rate limits or monitoring, allowing for DOS attacks",HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CVE-2025-69199,CWE-400; CWE-770,Go,github.com/pterodactyl/wings,0,1.12.0,2026-01-20T16:30:40Z,2026-02-02T22:21:53Z
GHSA-923j-vrcg-hxwh,malcontent vulnerable to symlink Path Traversal via handleSymlink argument confusion in archive extraction,MODERATE,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,CVE-2026-24846,CWE-22; CWE-683,Go,github.com/chainguard-dev/malcontent,1.8.0,1.20.3,2026-01-29T22:05:15Z,2026-01-31T03:33:39Z
GHSA-92cc-952p-v8rh,Apache Hadoop HDFS Native Client has Out-of-bounds Write Vulnerability ,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,CVE-2025-27821,CWE-787,Maven,org.apache.hadoop:hadoop-hdfs-native-client,3.2.0,3.4.2,2026-01-26T12:30:27Z,2026-01-26T23:40:20Z
GHSA-93jc-vqqc-vvvh,Signal K Server Vulnerable to Remote Code Execution via Malicious npm Package,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,CVE-2025-68619,CWE-94,npm,signalk-server,0,2.9.0,2026-01-02T15:23:39Z,2026-01-06T18:41:41Z
GHSA-94c7-g2fj-7682,SiYuan Vulnerable to Arbitrary File Read via File Copy Functionality,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:H/SI:N/SA:N,CVE-2026-23851,CWE-22,Go,github.com/siyuan-note/siyuan/kernel,0,0.0.0-20260118092521-f8f4b517077b,2026-01-21T01:01:47Z,2026-01-21T01:01:47Z
GHSA-9583-h5hc-x8cw,React Router has Path Traversal in File Session Storage,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,CVE-2025-61686,CWE-22,npm,@react-router/node,7.0.0,7.9.4,2026-01-08T20:45:07Z,2026-01-11T14:53:54Z
GHSA-95c6-p277-p87g,FastAPI Api Key has a timing side-channel in verify_key that allows statistical key validity detection,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,CVE-2026-23996,CWE-208,PyPI,fastapi-api-key,0,1.1.0,2026-01-21T22:27:39Z,2026-01-22T15:40:29Z
GHSA-95ff-46g6-6gw9,"NocoDB has Prototype Pollution in Connection Test Endpoint, Leading to DoS",MODERATE,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H,CVE-2026-24766,CWE-1321,npm,nocodb,0,0.301.0,2026-01-28T21:41:26Z,2026-01-28T21:41:26Z
GHSA-96qw-h329-v5rg,Shakapacker has environment variable leak via EnvironmentPlugin that exposes secrets to client-side bundles,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,CWE-200,npm,shakapacker,0,9.5.0,2026-01-08T21:13:37Z,2026-01-08T21:13:37Z
GHSA-96xm-fv9w-pf3f,"soroban-sdk has overflow in Bytes::slice, Vec::slice, GenRange::gen_range for u64",MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CVE-2026-24889,CWE-190,crates.io,soroban-sdk,25.0.0,25.0.2,2026-01-28T22:20:35Z,2026-01-29T03:56:38Z
GHSA-9726-w42j-3qjr,picklescan has Arbitrary file read using `io.FileIO` ,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N/E:P,,CWE-22; CWE-918,PyPI,picklescan,0,0.0.35,2026-01-08T17:25:35Z,2026-01-08T17:25:35Z
GHSA-983w-rhvv-gwmv,WeasyPrint has a Server-Side Request Forgery (SSRF) Protection Bypass via HTTP Redirect,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CVE-2025-68616,CWE-601; CWE-918,PyPI,weasyprint,0,68.0,2026-01-20T16:29:53Z,2026-01-20T16:29:54Z
GHSA-99p7-6v5w-7xg8,vm2 has a Sandbox Escape,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVE-2026-22709,CWE-693; CWE-913; CWE-94,npm,vm2,0,3.10.2,2026-01-26T18:57:14Z,2026-01-29T03:22:51Z
GHSA-9c48-w39g-hm26,rsa crate has potential panic on a prime being equal to 1,LOW,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:U,CVE-2026-21895,CWE-703,crates.io,rsa,0,0.9.10,2026-01-06T18:14:08Z,2026-01-08T21:18:57Z
GHSA-9cgq-wp42-4rpq,Gitea does not properly verify authorization when canceling scheduled auto-merges via the web interface,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,CVE-2026-20888,CWE-284,Go,github.com/go-gitea/gitea,0,1.25.4,2026-01-23T00:31:16Z,2026-01-23T20:14:41Z
GHSA-9cvc-h2w8-phrp,AWS SDK for .NET V4 adopted defense in depth enhancement for region parameter value,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,CVE-2026-22611,CWE-20,NuGet,AWSSDK.Core,4.0.0,4.0.3.3,2026-01-09T18:56:21Z,2026-01-11T14:56:00Z
GHSA-9g95-48c6-r778,Livewire Filemanager does not restrict uploaded file types,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CVE-2025-14894,CWE-434,Packagist,livewire-filemanager/filemanager,0,,2026-01-16T15:31:24Z,2026-01-20T18:17:02Z
GHSA-9g9p-9gw9-jx7f,Next.js self-hosted applications vulnerable to DoS via Image Optimizer remotePatterns configuration,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2025-59471,CWE-400; CWE-770,npm,next,10.0.0,15.5.10,2026-01-27T19:18:25Z,2026-01-27T19:18:25Z
GHSA-9hvg-qw5q-wqwp,Bagisto SSTI vulnerability in type parameter can lead to RCE,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:P,CVE-2026-21450,CWE-1336,Packagist,bagisto/bagisto,0,2.3.10,2026-01-02T21:56:00Z,2026-01-02T21:56:00Z
GHSA-9jcx-v3wj-wh4m,React Router has unexpected external redirect via untrusted paths,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,CVE-2025-68470,CWE-601,npm,react-router,6.0.0,6.30.2,2026-01-08T20:48:21Z,2026-01-11T14:54:02Z
GHSA-9m43-p3cx-w8j5,malcontent OCI image pull credential exfiltration via malicious registry token realm,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,CVE-2026-24845,CWE-522,Go,github.com/chainguard-dev/malcontent,0.10.0,1.20.3,2026-01-29T22:04:24Z,2026-01-31T03:33:30Z
GHSA-9r42-rhw3-2222,Mattermost is vulnerable to CPU exhaustion via crafted HTTP request,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,CVE-2025-14822,CWE-407; CWE-770,Go,github.com/mattermost/mattermost-server,10.11.0,10.11.9,2026-01-16T09:31:21Z,2026-02-27T22:05:20Z
GHSA-9r54-q6cx-xmh5,Hono vulnerable to XSS through ErrorBoundary component ,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:L/I:L/A:N,CVE-2026-24771,CWE-79,npm,hono,0,4.11.7,2026-01-28T16:10:22Z,2026-01-28T16:10:22Z
GHSA-9rg3-9pvr-6p27,MONAI has Path Traversal (Zip Slip) in NGC Private Bundle Download,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:N,CVE-2026-21851,CWE-22,PyPI,monai,0,1.5.2,2026-01-06T17:32:52Z,2026-01-29T18:23:14Z
GHSA-9rp8-h4g8-8766,Weblate wlc has insecure API key configuration,MODERATE,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:C/C:H/I:N/A:N,CVE-2026-22251,CWE-200; CWE-922,PyPI,wlc,0,1.17.0,2026-01-12T18:07:03Z,2026-01-12T20:07:26Z
GHSA-9vj4-wc7r-p844,ImageMagick MSL: Stack overflow via infinite recursion in ProcessMSLScript,MODERATE,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CVE-2026-23874,CWE-835,NuGet,Magick.NET-Q8-x64,0,14.10.2,2026-01-21T01:05:23Z,2026-01-21T01:05:23Z
GHSA-9xg7-mwmp-xmjx,Ghost has Staff Token permission bypass,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,CVE-2026-22595,CWE-863,npm,ghost,6.0.0,6.11.0,2026-01-08T21:32:53Z,2026-01-11T14:54:30Z
GHSA-c32p-wcqj-j677,CometBFT has inconsistencies between how commit signatures are verified and how block time is derived,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,,CWE-703,Go,github.com/cometbft/cometbft,0.38.0-alpha.1,0.38.21,2026-01-23T16:56:23Z,2026-02-27T21:37:55Z
GHSA-c336-7962-wfj2,Dask Distributed is Vulnerable to Remote Code Execution via Jupyter Proxy and Dashboard,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,CVE-2026-23528,CWE-250; CWE-79,PyPI,distributed,0,2026.1.0,2026-01-16T16:58:16Z,2026-01-29T02:35:29Z
GHSA-c399-q49h-qwc8,Apache Linkis: Arbitrary File Read via Double URL Encoding Bypass,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CVE-2025-29847,CWE-177; CWE-20,Maven,org.apache.linkis:linkis,1.3.0,1.8.0,2026-01-19T09:30:27Z,2026-01-21T01:03:19Z
GHSA-c4jr-5q7w-f6r9,SiYuan has Arbitrary File Write via /api/file/copyFile leading to RCE,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,CVE-2026-25539,CWE-22,Go,github.com/siyuan-note/siyuan/kernel,0,,2026-01-29T15:15:54Z,2026-02-05T00:36:43Z
GHSA-c5cp-vx83-jhqx,Langflow Missing Authentication on Critical API Endpoints,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N/E:P,CVE-2026-21445,CWE-306,PyPI,langflow-base,0,0.7.1,2026-01-02T21:11:50Z,2026-01-05T01:01:41Z
GHSA-c83v-7274-4vgp,Malicious website can execute commands on the local system through XSS in the OpenCode web UI,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H,CVE-2026-22813,CWE-79,npm,opencode-ai,0,1.1.10,2026-01-13T20:36:41Z,2026-01-13T20:36:42Z
GHSA-c9q6-g3hr-8gww,Jervis Has Weak Random for Timing Attack Mitigation,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,CVE-2025-68704,CWE-330,Maven,net.gleske:jervis,0,2.2,2026-01-13T14:55:35Z,2026-01-21T16:23:22Z
GHSA-cc8m-98fm-rc9g,Skipper is vulnerable to arbitrary code execution through lua filters,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CVE-2026-23742,CWE-250; CWE-522; CWE-94,Go,github.com/zalando/skipper,0,0.23.0,2026-01-16T21:03:34Z,2026-01-16T21:57:03Z
